Missing the sketch pad;Missing the sketch pad. Even worse I realized it’s identical to the Drawing Lab For Mixed Media Artists book I already bought.;1631591290;0
title;text;parent_asin;helpful_vote
Beautiful, but should only be printed on 1 side imo.;Seriously one of only a few books they I have ordered from Amazon that has arrived in pristine condition. No bent edges, no buckled covers, no marred printing, no mysterious liquids, & no folded pages. The book is lovely, but my continued pet peeve with books like this is the manufacturer’s insistence of printing on both sides of the damned pages. So you can’t frame one picture without losing the image on the other side. It’s annoying.  I’d gladly pay more for a book with printed images on only one side & on watercolor grade papers.  So instead I guess I will be yanking these out, scanning them, & printing them on my own watercolor papers so that I can use the images on both sides.  The paper just does not hold up to a lot of media of you choose to use both sides in my experience. Ever.  I believe I now own all, but one of JD books & I will be buying it for myself for Mother’s Day. Lol. I love her art. I love her stamps. I love this book, but I’m knocking a star bc printing on both sides is stupid imo when the book is meant to be used to create more art.  Why limit the artists by making us choose which side to use for framing or which side to use if we choose to cut one side up & decoupage it onto something. We are then paying double for half a book!  It’s insane imo. Give the buyers options other than creating more work like I mentioned with the breaking the book apart & scanning it for personal use & printing it on better papers.;1640210148;1
title;text;parent_asin;helpful_vote
Bought for myself & I love it!;I love this book.  I was not blessed with artistic talent. Music yes. Drawing no. Lol. I have several of her books now & I fully intend to buy more for myself, my 5 kids, & my grandkids. We all love arts & crafts & these books are just awesome. My only issue is I haven’t brought myself to work in them yet! Lol. I use a separate sketch book!  I’m old school. Taught never to write in books or deface them. The only time I do is if the grammar or punctuation is wrong or the idiot author has now said the killer has blue eyes where previously they said green. Plot errors drive me crazy. Those times I will fix the mistakes. Lol.  So I’m hoping to bring myself to actually work & draw in the books. Lol.  I’m hoping she makes a lot more of them.;1784881953;0
title;text;parent_asin;helpful_vote
Half the size of her other books, but same price! WTH?;I really wanted to like this book bc I have her other two books, but someone got greedy. It’s half the size, but the same price.  I expected all jungle animals so finding papayas, figs, coconuts, & pineapples seems like another cop out. If I wanted a fruit book I’d have bought one!  These pages appear thinner too. You can see the images from the artwork on the other sides bleed through. I love the artist & her work, but I’m very disappointed with this book. It’s a measly 64 pages & 4 of the projects (the fruit) I will never paint in my lifetime.  There are so many animals she could have put in here like zebras, lions, rhinoceros, hippopotamus, alligators, crocodiles, & ostriches etc instead of the stupid fruit.  Poorly executed in book content & length, but lovely artwork on the good ones.  Not worth $23 ever imo.  I gave it 3 stars bc it’s not worth the price since it’s half the book of her previous ones & the content is lacking for art projects.;1645671127;3
title;text;parent_asin;helpful_vote
Crease down entire side of every page!!!;Every page has a crease running the entire length of the book about an inch and a half from the edges.;1780671067;2
title;text;parent_asin;helpful_vote
Granddaughter loves it!;This was my 6th copy!  All 5 of my kids had their own copy. While FaceTime reading with my granddaughter who lives in Tennessee while I live in Colorado she was complaining that her little sister wrote in her favorite book and she opened it to the front to show me.  I burst out laughing because it was actually my youngest son’s (now 17!) book from when he was a kid. He had scrawled Joseph on the front inside cover (nearly illegible as he was 4! and only a mom would recognize it!) and Sophia was irritated thinking her little sister was disrespecting her books.  Turns out my daughter had raised my storage container looking for her Nancy Drew books, but came across Joseph’s box!  I immediately bought Sophia her own!;1442450703;94
title;text;parent_asin;helpful_vote
Five Stars;Can't wait to try these patterns!;1564770672;0
title;text;parent_asin;helpful_vote
Five Stars;Her books are great and I love making the animals!;1446304000;0
title;text;parent_asin;helpful_vote
Aweeeeesome.;"If you're looking for a comprehensive resource for NCLEX prep, look no further...this book is fantastic. Extensive topic coverage complete with rationales for every response. Prefer going online to take quizzes? No problem this book's got that, too. (Although the content online is a tad bit confusing to navigate, once you figure out how to get to the quizzes section, you won't forget.) I have several books for review and this one is my personal favorite. Some of my professors loan this text out to students, but I prefer 24/7 availability in my own home! :-) Happy studying, future nurses!<br /><br />UPDATE: I saw sooo many reviewers having trouble getting to the online content to take system-specific quizzes that I decided to post instructions here on how to get to the right place.<br /><br />1) Go to the Pearson Pegasus log-in page once you've set up online access, and log in.<br />2) Click on the book title on the left side of the website.<br />3) On the next page, on the left side near the top, you will see a menu bar that has the following options: ""Today's View, Course Content, Grades, Communicate"". Look just BELOW this menu bar and you will see the following options: ""View All Content, Course Calendar, Learning Objectives.""<br />4) Click on Learning Objectives.<br />5) On the left side, you will see the following options: ""Client Need, Topics Areas, Integrated Process.""<br />6) To take quizzes related to your system or topic of choice, click the plus sign for ""Topics Areas"".<br />7) Click on your system of choice.<br />8) On the right side, there are several options for that topic of study. Scroll down to the bottom-ish. You will see a heading called ""Self Study"" for that topic of study. Click on it.<br />9) A separate pop-up window will appear so that you may begin your quiz.<br /><br />I hope this is helpful. If you have any problems or questions, feel free to comment below. Note that the online quiz portion only works with Internet Explorer and certain versions of Firefox, but not with Chrome.";013262107X;58
title;text;parent_asin;helpful_vote
Wish they'd left hate out!;Wonderful book but not crazy about using the word hate with the kids...too strong a word for the fun topic. We just read it and choose a different word to use in its place;0803736800;2
title;text;parent_asin;helpful_vote
Love it;We love this book and the FOUND book also by Salina Yoon.;0802737803;0
title;text;parent_asin;helpful_vote
I waned to like it but its just;I waned to like it but its just...  meh... not using it in my nursing. Have found better items. Will donate;1508558884;0
title;text;parent_asin;helpful_vote
Five Stars;Sweet bookplates!;0735336296;0
title;text;parent_asin;helpful_vote
Not quite up to the original but still cute...;Cute book! Not quite as good as the original but still a fun one to read at Christmastime, my kids enjoyed it.;0803729952;0
title;text;parent_asin;helpful_vote
Buy more than you need!;I bought two packs of postcards- thinking 60 would be plenty, but I have to tell you everyone that has seen them has asked if I have more?? They are all different book covers, so the variety is nice! Works as a cute gift too! Highly recommended.;0811849783;1
title;text;parent_asin;helpful_vote
Great as thank you notes!;I bought these and the Nancy Drew postcards(also listed here on Amazon). My daughter wanted a ND party for her birthday and these work great as simple thank you cards! Super cute and sweet for anyone of any age! I am buying more just to have on hand. Highly recommended.;0811849775;1
title;text;parent_asin;helpful_vote
Written From a Lens of Fear.;Only read and believe things you want to see come true. Focus your attention on stories that uplift and inspire a greater future. The author meant well, but has his own journey and beliefs to conquer to see clearly.;0929385225;0
title;text;parent_asin;helpful_vote
wonderful;I've been listening to Brian and Jenn's music for 13 years.  They've always been such an encouragement.  It meant a lot for someone in this position to write his story honestly.  For some reason I think that you need to be perfect for God to use you.  And I fear what people will think if I talk about hard things I'm going through.  Thank you Brian for taking the risk.;1947165577;4
title;text;parent_asin;helpful_vote
Fun and adventurous book for all;I love the continuing story of My Travel Friends and the beautiful illustrations! There are 37 pages and the print is clear and easy to read! I love the discussion questions on the last page. The interactive app really brings the book to life with voices and songs! We will read the whole series. My family loves these books!;1939347122;0
title;text;parent_asin;helpful_vote
Great illustrations & cute story about making good choices;My kids and I love this book. It is colorful and has a good story. There are 39 pages and the print is clear and easy to read! This is the 1st book in a series of 7. The interactive app really brings the book to life with voices and songs! My kids are learning to do the right thing and make good choices! We will read the whole series. Love it!;1939347114;0
title;text;parent_asin;helpful_vote
Teach my kids manners... yes pleases!;A well thought out book that teaches my kids manners and how to be polite!!! Could it get any better?!? There are 30 beautiful designed and illustrated pages in the continuing story of My Travel Friends. This series just gets better and better! The interactive app really brings the book to life with voices and songs!;1939347149;0
title;text;parent_asin;helpful_vote
Heartfelt Book About Recycling;The colorful pages and decorative text is fun to look at and beautifully created. The My Travel Friends Series are wonderful books that my whole family love. There are 37 gorgeous pages and beautiful illustrations! Recycling and keeping our water clean is a story I love to read to my kids. The interactive app really brings the book to life with voices and songs!;1939347181;0
title;text;parent_asin;helpful_vote
yep. need this.;yep.  need this.;0718032152;0
title;text;parent_asin;helpful_vote
Five Stars;challenging and good;1455533440;0
title;text;parent_asin;helpful_vote
Refreshing perspective;The bible talks about praying for people who hurt you.  Jason's story is so real, so hard.  But he takes the high road.  Like Christ, he forgave.  He is living the happy life now because he chose to forgive.<br /><br />Legitimate read.;0830757376;3
title;text;parent_asin;helpful_vote
FAST Shipping!;Ordered this book for my father in law for Christmas & the shipping was FAST. Item arrived as expected. Can't wait to give it to him.;0063046547;0
title;text;parent_asin;helpful_vote
Five Stars;Got this book for my son who was graduating 5th grade & had his teacher's all sign it.;0679805273;0
title;text;parent_asin;helpful_vote
A sweet story with a positive message for any child needing encouragement;This is such a sweet and thoughtful story. No child should ever feel they aren’t special, unique and loved. Simeon is for anyone, really. There is a beautiful message in this book and the illustrations are so organic and imperfect that any child can relate to them. Just buy it. It’s worth it;1951263081;0
title;text;parent_asin;helpful_vote
Five Stars;I love it.;0931722276;0
title;text;parent_asin;helpful_vote
Five Stars;I love it.;0931722470;0
title;text;parent_asin;helpful_vote
Five Stars;Love it.;0931722306;0
title;text;parent_asin;helpful_vote
Thin areas to write info;"Much too big for the &#34;pocket&#34; address book I was looking for. Has more categories than I needed for each person, therefore leaving little squinty areas for name phone and address. Although double the size of the one I'm trying to replace...less space for the basic's. Nicely made but not what I needed.";B0B34Y9Q1X;2
title;text;parent_asin;helpful_vote
A wonderful start to an interesting world;This is a great start to a world filled with religion, politics and war. Justir is presented in a way that I feel allowed me to really understand him. The environment is fleshed out and I could imagine the surroundings while reading. Also, the era of the book isn't mentioned, but I feel as if I know that too.<br /><br />Personally, I felt connected to the story early on. If I had to make criticism I would point to the story sometimes moving too fast for me. As if I was barely keeping up with Justir. Also, there are a few typos that you will notice, but they don't detract from the story telling.<br /><br />I would recommend to anyone who likes to read fantasy/has an interest in how multiple facets like war, politics and religion play together.;1717827136;1
title;text;parent_asin;helpful_vote
So cute!;Simple message and little writing but so cute and a fun twist at the end! Love it for my littles!;0451469828;0
title;text;parent_asin;helpful_vote
Good if your little one is unsure/scared of the doc;My little one just likes doctors so I thought this book would be fun but it’s not what I expected. It’s more about helping if your little one is scared of going to the doctor. There is only one picture of the doctor in the book.;0593426452;1
title;text;parent_asin;helpful_vote
Fun story;Cute!;0545153530;0
title;text;parent_asin;helpful_vote
Not easy recipes I believe (a gift);Well I was trying to help mother in law out with her no salt low sodium diet. I am not sure she got any help from this book. I believe she is looking for something simpler. I am not saying it didn't help her at all and it's not a great book but I got this as a gift to help her. I should have done some reading through it first!;1580625258;22
title;text;parent_asin;helpful_vote
Good to the last gory drop!;The imagery in this book is so good that I actually slept with my light on a few times. I chose this book because I'm a fan of horror in general and the exorcist is one of my all time favorites. I didn't have high expectations of this book because the subjects been over done but this book reeled me in from the very beginning.;B09YVRPXC3;6
title;text;parent_asin;helpful_vote
What rock have I been under?;I've seen all the Hell Raiser movies but some how I never that movies where novels! I just so happened to come across this book and man oh man! It didn't disappoint. This is one of the few novels I've actually finished and I can't wait to start the next one.;B000FC124G;2
title;text;parent_asin;helpful_vote
A short read but jam packed with goodness;This is an amazing book that makes me look at my house differently now!;B09HQKGZJY;1
title;text;parent_asin;helpful_vote
Gitchey Boo Gitchey Bon!!;This is an adorable story with an African American Cajun Hero. Her concoctions might be vile but her heart is pure. My kids and I absolutely love this book. We can't stop saying Gitchey Gone lol! Great for teaching repetition and helping kids deal with scary themes. Highly recommend.;1682632210;0
title;text;parent_asin;helpful_vote
For beginner Antique Jewellery Collectors Only!;Nothing new for a collector of Antique Jewellery!  Pretty much all the pieces on this book have been in other Jewelry books!!!  And the funny/annoying thing no prices of the auction prices are listed either.<br /><br />Sad to say I was really disappointed with it.  Buy a used copy if you really want it!;1788841581;0
title;text;parent_asin;helpful_vote
Amazing read!;Loved this book....as a financial advisor  I loved the link to jewels  as currency  and the history. I  wish it had  pictures of shiny objects!;0062334697;3
title;text;parent_asin;helpful_vote
As a woman in this industry...;I laughed and cried. Sad that the industry has a lot of truth in this book.  However made me happy it is not just me. Well written...thank you!;1501110624;0
title;text;parent_asin;helpful_vote
Excellent read;"My first read with this author.  The story line was interesting, great character development.  The chapters are short and weave in and out the story as it touches the lives of characters.  While getting close to the end, I put the book down for a week because I didn't want the book to end - it kept me hooked.  I don't do that with books, leave it alone to take small bites but this one I did.  The author herself is interesting; she is a journalist and served as a BBC news presenter.  Story telling is her way to decompress from the crimes she reported and reports on which I find truly remarkable and commendable.  She's a great author, contributor and story telling artist. Thanks Teresa Driscoll.";1542046599;1
title;text;parent_asin;helpful_vote
Excellent read;This is one of a series of books, very interesting and uses one's imagination well.  Love the old photo's that are weaved into the story.;1594749310;0
title;text;parent_asin;helpful_vote
Excellent read for all ages;Interesting read and the old photographs add to the story.  Loved it so much I purchased the next two stories so I could continue the journey;1594747350;0
title;text;parent_asin;helpful_vote
Good choice;Just what I was looking for.  Thank you.;1477493395;1
title;text;parent_asin;helpful_vote
Lovely;Purchased this item as a gift for my friend, was well received.  The product is of good quality and lots of pictures!;1578052009;0
title;text;parent_asin;helpful_vote
Four Stars;Minimal use marks and still in great usable condition.;0374530718;0
title;text;parent_asin;helpful_vote
Five Stars;Great condition and even had a note of encouragement!;145760891X;0
title;text;parent_asin;helpful_vote
VOICES will make a great movie!;I was locked in within the first chapter! As a 75 year old woman living with a husband who lives for Sci-Fi, I chose this book only  after reading excellent reviews--yet with a bit of skepticism.<br />Wondering how this writer could do Sci-Fi differently with all that's out there, I wanted to see if I would recommend it to my husband--especially since it seemed to be targeted for young adults.<br />It was an immediate page turner! Such an unusual & exciting journey, it had me sitting on the edge of my seat.  I truly hope it will become a movie! My husband has already started it.  And I can't wait for the next book to be available!!!  Write ON dear author!;B09NRDSSC7;1
title;text;parent_asin;helpful_vote
Best cook book ever!!!;Every single recipe is WONDERFUL!!;0679450815;1
title;text;parent_asin;helpful_vote
HOPE;At 74 years of age the title of this book made me look twice.  What a wonderful surprise inside. It is filled with hope, understanding and truth--something we all can use a little more of at this time. I definitely can relate to it and can see why young women will love it too!  I plan to take mine to our women's Bible study this Thurs to share with my study group. I'm hopeful that the author will continue writing similar devotionals for other books in the Bible. This book is a pleasure to pick up for a brief moment on the run or to sit back and enjoy with a cup of coffee in a comfy chair.<br />Yes! I highly recommend it to all women! More please...;1633573001;1
title;text;parent_asin;helpful_vote
Culture exposure;Enjoyed the story and exposure to the country's people and culture. No matter the area the ugliness of human nature always rests it's hard and we need warriors to stand in the gap till Jesus comes.;B07KD27RHM;0
title;text;parent_asin;helpful_vote
Five Stars;Need to pay attention to what is happening in the world today!;0910614008;0
title;text;parent_asin;helpful_vote
Five Stars;good read.;1974633225;0
title;text;parent_asin;helpful_vote
Five Stars;Looking forward to reading it!;1496407903;0
title;text;parent_asin;helpful_vote
Five Stars;Loved it;0966029399;0
title;text;parent_asin;helpful_vote
Great;very happy!;145471039X;0
title;text;parent_asin;helpful_vote
he's telling the truth about a situation that has been ...;he's telling the truth about a situation that has been saying bag by the environment with radicals for yearslet me repeat this this is something that has been saying bag by the environmental radicals for years another words it's a lie but he's telling the truth;B00INIQVJA;0
title;text;parent_asin;helpful_vote
Great shape;A classic book that everyone needs in their collection.;B00DWWDAAK;0
title;text;parent_asin;helpful_vote
Worth reading;This book is beautifully written and easy to read. Matthew Perry is more than just the funny guy. He struggles with never feeling like he is enough. What a roller coaster to read. I hope he is doing well and lives the rest of his days in happiness.;1250866448;0
title;text;parent_asin;helpful_vote
Not for me;The name of the book implies a good fantasy story. While there is a unicorn in the book and a wizard…I found the book extremely boring. I rarely do not finish a book, but I did not finish this one.;0451450523;0
title;text;parent_asin;helpful_vote
Why did this book get good reviews?;I kept reading thinking the good part must be coming with all the good reviews this book got. The good part never comes. This book is a pointless read in my opinion. Then halfway through the book it turns into a book of short stories. The short stories are not good either. Buy a better book.;0765357151;1
title;text;parent_asin;helpful_vote
Not what I wanted;This is not what I thought it was. All of the questions are way too close together - the book is not meant to be written in. I wanted a book my loved ones could fill out the answers to the questions in. This is just a huge list of questions. Way more questions than anyone would ever want to answer.;0385467974;4
title;text;parent_asin;helpful_vote
Read this;This book took me a few chapters to get into it- so don’t give up! Once I was into the story it was a great read. Very different and unexpected. I hate predictable same old story books;0062380761;0
title;text;parent_asin;helpful_vote
Fav;This is my daughters favorite thing ever. Much cheaper than buying all the little figurines too;2764330898;1
title;text;parent_asin;helpful_vote
Love;Love it! So cute and definitely keeps my little one busy :).;2764322836;0
title;text;parent_asin;helpful_vote
Buy this!;My two year old sat on my lap and demanded I read the entire book. It's a good buy :);1589255208;2
title;text;parent_asin;helpful_vote
Love;Love love love this book;0920668372;0
title;text;parent_asin;helpful_vote
Perfect size;Very small lines to color had to get 4.0 markers. But the size is perfection;1780679548;0
title;text;parent_asin;helpful_vote
Five Stars;Really an adult coloring book, very challenging, that’s what I was looking for,;1449483186;0
title;text;parent_asin;helpful_vote
Two Stars;Not for adults at all;1986115232;0
title;text;parent_asin;helpful_vote
Easy and fun;Enjoy watercolor painting alot,  this helped make it easy,  wasnt prepared for the size of the tracings they are all very large,  would have liked a selection of sizes;1844488217;2
title;text;parent_asin;helpful_vote
Gift;Was a gift, she loved it;1465414436;0
title;text;parent_asin;helpful_vote
poor seller;I got the book but cd is missing! !!;0345484045;0
title;text;parent_asin;helpful_vote
Twitch seemed happy and active..;I am sad because Twitch died before his time…;B0BQ5C8H2C;0
title;text;parent_asin;helpful_vote
Darling dogs;Expensive but cute....;1416297367;0
title;text;parent_asin;helpful_vote
Baby gives 5 stars;Baby loves this book! He’s 11 months and loves to find the animals, eat the pages, carry it all around the house, and show it off;1523502088;0
title;text;parent_asin;helpful_vote
Not worth the $2.00;This book is dumb, maybe worth $0.50 certainly not $2.00 you could easily find this in a dollar store and prob even better, there are 4 cupcake pictures and a few stickers.. not sure what I was expecting but this was definitely a disappointment;048648243X;14
title;text;parent_asin;helpful_vote
Satisfied;Book was in great condition and shipping was fast. Good, honest seller.;1592233236;0
title;text;parent_asin;helpful_vote
Great book;Great book. Love the colors on the page when a picture is done. Very relaxing.;1454710179;0
title;text;parent_asin;helpful_vote
It's a winner!!!;Probably one of my favorite Uncle John's bathroom readers. Lots of interesting facts I never knew about PA and I've lived here all my life. Flew through this book....didn't want to put it down.;1592238548;0
title;text;parent_asin;helpful_vote
Obessed with these book;Always a good read.;1879682680;0
title;text;parent_asin;helpful_vote
Lovin it;Lovin this TV edition of the Bathroom Reader. I can remember so many of the articles since I lived through them.;1607101815;0
title;text;parent_asin;helpful_vote
Great book!;Love all the Uncle John's Bathroom Readers but I especially like this one.;1592237886;0
title;text;parent_asin;helpful_vote
Love these;Another great pop-up book by David Carter.;1416950540;1
title;text;parent_asin;helpful_vote
Great pop up- books;Love these pop- up books, but I do have to supervise the little ones with them.;1416940979;0
title;text;parent_asin;helpful_vote
So cute!;What a cute pop-up book. Well made too. I had as much fun looking at it as my grandchildren will have. Already have plans to get the Snow Bugs one.;1416999604;0
title;text;parent_asin;helpful_vote
Cute;My 1 year old granddaughter had a ball with this book. Cute!;1584765569;0
title;text;parent_asin;helpful_vote
Bizzy Bear is the best!;All my grandkids ( ages 3, 2 and 1) just love the Bizzy bear books. We have 3 and will be getting more.;0763686476;0
title;text;parent_asin;helpful_vote
Ok;Its an ok book.;1449428657;0
title;text;parent_asin;helpful_vote
Cute;Cute book. Got it for my 3 year old Granddaughter for Christmas. I think she will love it.;0794417752;0
title;text;parent_asin;helpful_vote
Mehhh..;Just a ok book at best. Needs a different ending for sure.;159128158X;0
title;text;parent_asin;helpful_vote
Nice book.;Really liked this book. Lots of flaps to look under, cute graphics.;0545535255;0
title;text;parent_asin;helpful_vote
Great book;Adorable book, great graphics!;1518895867;1
title;text;parent_asin;helpful_vote
Four Stars;Nice book, but some of the slides are a little tough to get open.;0312499094;0
title;text;parent_asin;helpful_vote
Five Stars;Great book, I think he will love it!;0789411369;0
title;text;parent_asin;helpful_vote
I think my grandson will love this. Won't know till Christmas;I think my grandson will love this. Won't know till Christmas, but I could push the buttons through the plastic and everything works.;1450801102;0
title;text;parent_asin;helpful_vote
Five Stars;Cute book;0763646539;0
title;text;parent_asin;helpful_vote
Five Stars;Great book!;0312509243;0
title;text;parent_asin;helpful_vote
Down 2 flaps;Cute book but we already lost two flaps.;037584418X;0
title;text;parent_asin;helpful_vote
Nice book;One of my granddaughters favorite books.;1442493143;0
title;text;parent_asin;helpful_vote
Sweet book;Adorable book. Of course it helps because I bought it for my grandson who's name is Henry.;0803739907;0
title;text;parent_asin;helpful_vote
Cute;Very cute book , just wish it was a little bit longer;0763665193;0
title;text;parent_asin;helpful_vote
Not my fav;Its a ok book at best;0763671630;0
title;text;parent_asin;helpful_vote
Four Stars;Cute book but wish it would come in board book form.;0439617782;0
title;text;parent_asin;helpful_vote
Five Stars;The Peekaboo books some of my grandkids favorites.;075661144X;0
title;text;parent_asin;helpful_vote
Five Stars;Love the Peekaboo books. Simple but yet fun.;0756611458;0
title;text;parent_asin;helpful_vote
Three Stars;It was an ok book. Cute, just not a lot to it.;0802734367;0
title;text;parent_asin;helpful_vote
Cute;Cute book not sure if the flaps will hold up.;0794419208;0
title;text;parent_asin;helpful_vote
Its ok;Its an okay book. Not my favorite;0671493205;0
title;text;parent_asin;helpful_vote
Five Stars;Great as usual. Always enjoying these book.;1626861749;0
title;text;parent_asin;helpful_vote
They are her favorite.;My granddaughter loves reading these peekaboo book. They are her favorite.;0756616220;0
title;text;parent_asin;helpful_vote
Five Stars;We enjoy reading this book. Great graphics and flow.;0374360979;0
title;text;parent_asin;helpful_vote
Five Stars;Sweet little book. My grandkids enjoyed it.;0756631041;0
title;text;parent_asin;helpful_vote
Five Stars;My Granddaughter loves the lift the flap books. This a cute book for her.;141694737X;0
title;text;parent_asin;helpful_vote
Would be a 10 star book if I could give it that!!;I bought this book awhile ago to keep at my house for my grandchildren and came back to get another one for my grandson to keep at his house. I love this book.The artwork is wonderful, the story is so fun. My granddaughter loves to look for all the animals and pick them out and count them. You can't go wrong buying this book!;0547248288;0
title;text;parent_asin;helpful_vote
Enjoying;Always enjoy the Uncle John series. I leave this in the car and whenever I get a few minutes I can pick it up and pass the time. Short little fun facts.;1592236057;0
title;text;parent_asin;helpful_vote
Cute;Every time I buy something from Amazon I try to include a book for my Grandkids. I'm trying to build a little library for them. Where's Spot? is a cute book and I'm looking forward to reading it to them.;0399240462;0
title;text;parent_asin;helpful_vote
Another good book;I enjoy the Uncle John's Bathroom Readers. Love the fact that for the most part the stories are short and interesting.;0312026633;0
title;text;parent_asin;helpful_vote
Love Uncle John's;As usual I am enjoying my latest Uncle John's book. I hate to end my old one but always enjoy starting a new one.;1607109034;0
title;text;parent_asin;helpful_vote
Love those happy little trees!;My wife is the biggest Bob Ross fan and just LOVED this coloring book. Very therapeutic and satisfied both the kid and the artist inside of us!;0789327724;1
title;text;parent_asin;helpful_vote
Very Helpful Pocket Size Book;I used this book to hike two trails this last weekend and it was very helpful for me (1st time to Shenandoah).  The pocket size was awesome to bring along on the hikes.  Its very light.  I also used it to pick which day hikes I wanted to do.  I used it a couple times during the hikes to read the descriptions and make sure I was still going the right way as many different trails intercross as some point.  The GPS coordinates also helped for us to arrive at the parking areas, especially for Whiteoak Canyon Trail that has an entrance not off of skyland drive and we had no cel phone service.  I'd definitly recommend this book.  It would make a great stocking stuffer around Christmas time.;1493016865;8
title;text;parent_asin;helpful_vote
Beautiful calendars!;I love all things Mary Engelbreit! Having her calendar on my wall cheers me up each day!<br />Her art is so precious and cheerful! In these days, I need all the cheerful things I love around here!;1524855154;0
title;text;parent_asin;helpful_vote
Five Stars;Ver y nice book;0316406813;0
title;text;parent_asin;helpful_vote
Five Stars;I like it ver y much;0316201553;1
title;text;parent_asin;helpful_vote
Quilting Book;Just what I needed as a companion to Vintage Farm Girl books. For example thread and buttons to go with the sewing machine or tea cups to go with the tea pot.;1985335697;0
title;text;parent_asin;helpful_vote
She says a 5 😊;I bought this as a gift and she liked it a lot so I’m going by that.;1783299363;0
title;text;parent_asin;helpful_vote
Much of this book was unbelievable and I almost didn’t finish it. Don’t waste your money.;Hard to get through was very disappointed with this book it was as if it was written by a fan with a crush on Anita.;1785588451;1
title;text;parent_asin;helpful_vote
But very nice thank u;I need to pay more attention when ordering.. Didn't know until it arrived was the smaller version.. But very nice thank u..;1631061860;0
title;text;parent_asin;helpful_vote
Current subject matter.;Many characters, many bodies, many clues, many opinions.  An interesting book, but difficult to follow if you cannot read in one or two sessions.;B075T8DRV5;0
title;text;parent_asin;helpful_vote
Slow story;I do not care for books that only cover part of the stories and require reading the next books in the series to find the conclusions.;B017RBIZGU;1
title;text;parent_asin;helpful_vote
A gentle murder trial tale;A reasonable length and no unnecessary characters to keep in mind.;B00K7MCE3C;0
title;text;parent_asin;helpful_vote
I'm glad I read this book;"I'm glad I read this book; however after watching the Inspector Morse series on TV, I found the early Morse and Lewis characters in this book less attractive than those depicted in the later TV programs.";0804114900;1
title;text;parent_asin;helpful_vote
Three Stars;Interesting focus on Rome and Vatican City.;0553561731;0
title;text;parent_asin;helpful_vote
Worth reading;"A disappointment in that I did not enjoy it as much as the author's first novel &#34;Child 44&#34;.  But still an interesting read.";B0058M76B6;0
title;text;parent_asin;helpful_vote
Disappointed;not enough detail for a real beginner.  Spent most of the pages describing tools and not enough on technique or projects.  disappointed;B07NL5G51N;7
title;text;parent_asin;helpful_vote
Easy to understand;My android was newer than the sample in the book, but was similar enough to get me started using all the features of my phone.  Great book, just make sure it is compatible with your model phone.;0470903198;0
title;text;parent_asin;helpful_vote
Great study Aid!;Used these cards through 3 semesters of A/P.  Very helpful, makes study a little easier.  Cards are divided by body system and color coded making them easy to keep together.;1427796947;0
title;text;parent_asin;helpful_vote
